segment,batch,book,chapter,qc_pass,qc_reasons,duration_s,speech_duration_s,speech_begin_s,speech_end_s,leading_silence_s,trailing_silence_s,max_internal_silence_s,n_words_aligned,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr,aligned,segmentation_confidence,segmentation_reason,wav_path,txt_path,textgrid_path
MRK_001_seg_002,batch1,MRK,MRK_001,False,too_long;long_internal_silence,38.039,36.68,1.07,37.75,1.07,0.289,5.83,27,-65.03204275105152,-67.79367639160157,5.00963447246862,-2.2154308750642357,True,low,duration_outlier,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\MRK_001_seg_002.wav,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\MRK_001_seg_002.txt,data\processed\audio\phase3_verification\batch1\textgrids\speaker1\MRK_001_seg_002.TextGrid
JHN_003_seg_038,batch1,JHN,JHN_003,True,,8.978,8.32,0.35,8.67,0.35,0.308,2.63,7,-64.42407607182628,-67.15300880990377,5.006109811099853,1.4360882006135487,True,high,,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\JHN_003_seg_038.wav,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\JHN_003_seg_038.txt,data\processed\audio\phase3_verification\batch1\textgrids\speaker1\JHN_003_seg_038.TextGrid
MRK_001_seg_013,batch1,MRK,MRK_001,True,,4.375,3.03,0.9,3.93,0.9,0.445,0.2,16,-64.08919270833333,-66.63708696609888,5.006109811099853,4.369671991876752,True,high,,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\MRK_001_seg_013.wav,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\MRK_001_seg_013.txt,data\processed\audio\phase3_verification\batch1\textgrids\speaker1\MRK_001_seg_013.TextGrid
LUK_005_seg_031,batch1,LUK,LUK_005,True,,10.992,10.18,0.53,10.71,0.53,0.282,2.14,7,-67.9788728389445,-69.35080067704364,4.986003635790292,-1.1403332479875683,True,high,,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\LUK_005_seg_031.wav,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\LUK_005_seg_031.txt,data\processed\audio\phase3_verification\batch1\textgrids\speaker1\LUK_005_seg_031.TextGrid
MAT_001_seg_034,batch1,MAT,MAT_001,False,long_internal_silence,8.002,5.98,1.77,7.75,1.77,0.252,3.57,3,-62.8270556640625,-62.54816089976918,4.96277455951473,-0.44573071477753423,True,high,,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\MAT_001_seg_034.wav,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\MAT_001_seg_034.txt,data\processed\audio\phase3_verification\batch1\textgrids\speaker1\MAT_001_seg_034.TextGrid
MAT_001_seg_010,batch1,MAT,MAT_001,True,,5.522,3.64,1.44,5.08,1.44,0.442,0.27,7,-64.22702247509058,-63.81409581502279,4.96277455951473,2.0246082626861526,True,high,,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\MAT_001_seg_010.wav,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\MAT_001_seg_010.txt,data\processed\audio\phase3_verification\batch1\textgrids\speaker1\MAT_001_seg_010.TextGrid
ACT_002_seg_023,batch1,ACT,ACT_002,True,,15.608,15.05,0.29,15.34,0.29,0.268,2.05,28,-63.14568986226778,-66.45055624154898,4.89212162639176,1.3411785700045176,True,high,,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\ACT_002_seg_023.wav,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\ACT_002_seg_023.txt,data\processed\audio\phase3_verification\batch1\textgrids\speaker1\ACT_002_seg_023.TextGrid
LUK_005_seg_058,batch1,LUK,LUK_005,True,,3.638,1.82,0.8,2.62,0.8,1.018,0.66,4,-66.71950120192308,-73.21663992745536,4.872288694497355,5.958513806045966,True,high,,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\LUK_005_seg_058.wav,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\LUK_005_seg_058.txt,data\processed\audio\phase3_verification\batch1\textgrids\speaker1\LUK_005_seg_058.TextGrid
ACT_002_seg_048,batch1,ACT,ACT_002,True,,5.444,4.55,0.56,5.11,0.56,0.334,1.59,12,-64.30649701286765,-64.11223797087973,4.847285356847475,4.102587825153163,True,high,,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\ACT_002_seg_048.wav,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\ACT_002_seg_048.txt,data\processed\audio\phase3_verification\batch1\textgrids\speaker1\ACT_002_seg_048.TextGrid
LUK_005_seg_048,batch1,LUK,LUK_005,True,,2.8,2.03,0.45,2.48,0.45,0.32,0.21,7,-62.81949637276786,-68.3013143828421,4.847285010645583,6.581119176967713,True,high,,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\LUK_005_seg_048.wav,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\LUK_005_seg_048.txt,data\processed\audio\phase3_verification\batch1\textgrids\speaker1\LUK_005_seg_048.TextGrid
JHN_003_seg_006,batch1,JHN,JHN_003,True,,10.674,10.07,0.27,10.34,0.27,0.334,1.22,35,-66.62972996719775,-63.833484115114636,4.804341209158985,1.9348121491472643,True,high,,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\JHN_003_seg_006.wav,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\JHN_003_seg_006.txt,data\processed\audio\phase3_verification\batch1\textgrids\speaker1\JHN_003_seg_006.TextGrid
JHN_003_seg_022,batch1,JHN,JHN_003,True,,9.316,7.91,1.1,9.01,1.1,0.306,2.05,9,-65.44931095761802,-64.5506300718888,4.791951159474056,-0.8947831861007742,True,high,,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\JHN_003_seg_022.wav,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\JHN_003_seg_022.txt,data\processed\audio\phase3_verification\batch1\textgrids\speaker1\JHN_003_seg_022.TextGrid
MRK_001_seg_015,batch1,MRK,MRK_001,True,,6.762,5.52,0.43,5.95,0.43,0.812,0.25,29,-68.67334273298816,-68.00059285481771,4.760499444895936,9.387859928158154,True,high,,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\MRK_001_seg_015.wav,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\MRK_001_seg_015.txt,data\processed\audio\phase3_verification\batch1\textgrids\speaker1\MRK_001_seg_015.TextGrid
LUK_005_seg_037,batch1,LUK,LUK_005,True,,9.941,8.69,1.02,9.71,1.02,0.231,1.77,19,-65.36568630533199,-66.13969865137217,4.741531090689769,0.7419807038260178,True,high,,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\LUK_005_seg_037.wav,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\LUK_005_seg_037.txt,data\processed\audio\phase3_verification\batch1\textgrids\speaker1\LUK_005_seg_037.TextGrid
MRK_001_seg_044,batch1,MRK,MRK_001,True,,8.642,8.27,0.03,8.3,0.03,0.342,1.3,15,-63.24834074797454,-65.07166196222175,4.716411928704169,0.2695063623344165,True,high,,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\MRK_001_seg_044.wav,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\MRK_001_seg_044.txt,data\processed\audio\phase3_verification\batch1\textgrids\speaker1\MRK_001_seg_044.TextGrid
LUK_005_seg_030,batch1,LUK,LUK_005,False,low_likelihood,9.149,8.39,0.45,8.84,0.45,0.309,0.72,39,-70.79761782786885,-64.58360683441163,4.712521512267625,3.9532910174367686,True,high,,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\LUK_005_seg_030.wav,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\LUK_005_seg_030.txt,data\processed\audio\phase3_verification\batch1\textgrids\speaker1\LUK_005_seg_030.TextGrid
ACT_002_seg_022,batch1,ACT,ACT_002,True,,11.438,10.86,0.34,11.2,0.34,0.238,2.08,10,-63.03103146853147,-66.70520951027093,4.683112097966559,-1.6612821233506985,True,high,,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\ACT_002_seg_022.wav,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\ACT_002_seg_022.txt,data\processed\audio\phase3_verification\batch1\textgrids\speaker1\ACT_002_seg_022.TextGrid
MAT_010_seg_031,batch1,MAT,MAT_010,False,long_internal_silence,14.711,12.72,1.68,14.4,1.68,0.311,5.48,8,-69.9260547671652,-64.84582120318746,4.683112097966559,-1.4351531374092907,True,high,,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\MAT_010_seg_031.wav,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\MAT_010_seg_031.txt,data\processed\audio\phase3_verification\batch1\textgrids\speaker1\MAT_010_seg_031.TextGrid
ACT_002_seg_008,batch1,ACT,ACT_002,False,too_short,1.634,1.47,0.0,1.47,0.0,0.164,0.37,10,-60.49899947277607,-63.62407600402832,4.657894767615621,25.68432158835513,True,high,,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\ACT_002_seg_008.wav,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\ACT_002_seg_008.txt,data\processed\audio\phase3_verification\batch1\textgrids\speaker1\ACT_002_seg_008.TextGrid
MRK_001_seg_049,batch1,MRK,MRK_001,True,,6.099,4.02,1.52,5.54,1.52,0.559,0.7,4,-58.482389856557376,-61.45242110542629,4.645913524691698,2.1063245271472173,True,high,,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\MRK_001_seg_049.wav,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\MRK_001_seg_049.txt,data\processed\audio\phase3_verification\batch1\textgrids\speaker1\MRK_001_seg_049.TextGrid
LUK_005_seg_029,batch1,LUK,LUK_005,True,,9.175,7.11,1.66,8.77,1.66,0.405,2.02,17,-67.02355664488017,-69.0330405831337,4.5742704414692765,-0.11213098380206432,True,high,,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\LUK_005_seg_029.wav,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\LUK_005_seg_029.txt,data\processed\audio\phase3_verification\batch1\textgrids\speaker1\LUK_005_seg_029.TextGrid
MRK_001_seg_055,batch1,MRK,MRK_001,True,,6.228,4.69,1.18,5.87,1.18,0.358,1.46,7,-66.10591392455859,-63.948732693990074,4.5742678464794935,1.3353424682406008,True,high,,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\MRK_001_seg_055.wav,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\MRK_001_seg_055.txt,data\processed\audio\phase3_verification\batch1\textgrids\speaker1\MRK_001_seg_055.TextGrid
MRK_001_seg_051,batch1,MRK,MRK_001,True,,11.575,10.42,0.82,11.24,0.82,0.335,1.39,18,-63.69155467400691,-65.26527818819372,4.568474398060755,1.1165195801906975,True,high,,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\MRK_001_seg_051.wav,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\MRK_001_seg_051.txt,data\processed\audio\phase3_verification\batch1\textgrids\speaker1\MRK_001_seg_051.TextGrid
LUK_005_seg_036,batch1,LUK,LUK_005,True,,5.804,5.31,0.29,5.6,0.29,0.204,0.92,18,-68.19524515086206,-69.6950438148097,4.542038472892169,5.205222751175883,True,high,,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\LUK_005_seg_036.wav,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\LUK_005_seg_036.txt,data\processed\audio\phase3_verification\batch1\textgrids\speaker1\LUK_005_seg_036.TextGrid
JHN_003_seg_029,batch1,JHN,JHN_003,True,,7.78,7.2,0.4,7.6,0.4,0.18,1.75,11,-63.999181595437015,-67.52855869875116,4.535916449384763,0.06979669374854502,True,high,,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\JHN_003_seg_029.wav,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\JHN_003_seg_029.txt,data\processed\audio\phase3_verification\batch1\textgrids\speaker1\JHN_003_seg_029.TextGrid
ACT_002_seg_027,batch1,ACT,ACT_002,True,,8.632,8.45,0.0,8.45,0.0,0.182,1.39,25,-65.05846248551565,-69.57755400005139,4.519893243059516,-4.094300382050079,True,high,,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\ACT_002_seg_027.wav,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\ACT_002_seg_027.txt,data\processed\audio\phase3_verification\batch1\textgrids\speaker1\ACT_002_seg_027.TextGrid
MAT_001_seg_041,batch1,MAT,MAT_001,False,long_internal_silence,11.988,11.66,0.22,11.88,0.22,0.108,3.99,12,-62.91644078398666,-66.66622572678786,4.519893243059516,-0.10026597591627429,True,high,,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\MAT_001_seg_041.wav,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\MAT_001_seg_041.txt,data\processed\audio\phase3_verification\batch1\textgrids\speaker1\MAT_001_seg_041.TextGrid
MAT_001_seg_040,batch1,MAT,MAT_001,True,,7.422,6.64,0.47,7.11,0.47,0.312,0.9,14,-64.93327261623989,-68.08631836740594,4.5167276527224285,0.5707239967348361,True,high,,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\MAT_001_seg_040.wav,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\MAT_001_seg_040.txt,data\processed\audio\phase3_verification\batch1\textgrids\speaker1\MAT_001_seg_040.TextGrid
MRK_001_seg_048,batch1,MRK,MRK_001,True,,9.819,8.4,1.05,9.45,1.05,0.369,2.0,11,-68.97776381109979,-66.72062070979628,4.48748206296544,2.2758125259731887,True,high,,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\MRK_001_seg_048.wav,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\MRK_001_seg_048.txt,data\processed\audio\phase3_verification\batch1\textgrids\speaker1\MRK_001_seg_048.TextGrid
MAT_001_seg_001,batch1,MAT,MAT_001,True,,6.308,6.11,0.0,6.11,0.0,0.198,1.0,31,-65.10098058637084,-68.80402452517778,4.483947581961571,0.8904923564774343,True,high,,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\MAT_001_seg_001.wav,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\MAT_001_seg_001.txt,data\processed\audio\phase3_verification\batch1\textgrids\speaker1\MAT_001_seg_001.TextGrid
MRK_001_seg_032,batch1,MRK,MRK_001,True,,3.955,3.42,0.15,3.57,0.15,0.385,1.37,14,-63.07647766729798,-65.56381503018466,4.451784594242257,4.563712195346742,True,high,,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\MRK_001_seg_032.wav,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\MRK_001_seg_032.txt,data\processed\audio\phase3_verification\batch1\textgrids\speaker1\MRK_001_seg_032.TextGrid
LUK_005_seg_008,batch1,LUK,LUK_005,True,,6.483,5.62,0.45,6.07,0.45,0.413,1.45,9,-63.43817515432099,-62.87033490436833,4.449048707014014,2.900052672678047,True,high,,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\LUK_005_seg_008.wav,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\LUK_005_seg_008.txt,data\processed\audio\phase3_verification\batch1\textgrids\speaker1\LUK_005_seg_008.TextGrid
MAT_010_seg_043,batch1,MAT,MAT_010,True,,2.37,1.53,0.44,1.97,0.44,0.4,0.0,13,-65.57465552478902,-66.66735408924244,4.449048707014014,21.63104642032569,True,high,,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\MAT_010_seg_043.wav,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\MAT_010_seg_043.txt,data\processed\audio\phase3_verification\batch1\textgrids\speaker1\MAT_010_seg_043.TextGrid
MAT_001_seg_008,batch1,MAT,MAT_001,True,,4.264,2.28,1.73,4.01,1.73,0.254,0.88,3,-63.16434217282864,-61.76277810555917,4.449045566170425,0.7651429713973474,True,high,,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\MAT_001_seg_008.wav,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\MAT_001_seg_008.txt,data\processed\audio\phase3_verification\batch1\textgrids\speaker1\MAT_001_seg_008.TextGrid
MAT_001_seg_006,batch1,MAT,MAT_001,True,,3.002,2.23,0.35,2.58,0.35,0.422,0.26,3,-59.39517578125,-62.029098163951524,4.4302385980454275,15.750077497637877,True,high,,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\MAT_001_seg_006.wav,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\MAT_001_seg_006.txt,data\processed\audio\phase3_verification\batch1\textgrids\speaker1\MAT_001_seg_006.TextGrid
JHN_003_seg_001,batch1,JHN,JHN_003,True,,5.755,5.13,0.28,5.41,0.28,0.345,0.74,11,-63.4227294921875,-63.930183749728734,4.404211710974771,1.01799395753671,True,high,,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\JHN_003_seg_001.wav,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\JHN_003_seg_001.txt,data\processed\audio\phase3_verification\batch1\textgrids\speaker1\JHN_003_seg_001.TextGrid
JHN_003_seg_055,batch1,JHN,JHN_003,True,,14.815,14.12,0.29,14.41,0.29,0.405,2.46,9,-68.746415317139,-69.83375705018335,4.404211710974771,-3.614804381518649,True,high,,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\JHN_003_seg_055.wav,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\JHN_003_seg_055.txt,data\processed\audio\phase3_verification\batch1\textgrids\speaker1\JHN_003_seg_055.TextGrid
LUK_005_seg_012,batch1,LUK,LUK_005,True,,12.653,10.36,2.0,12.36,2.0,0.293,2.67,8,-63.42978013833992,-62.54921307283289,4.375195275937406,0.3326972169036164,True,high,,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\LUK_005_seg_012.wav,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\LUK_005_seg_012.txt,data\processed\audio\phase3_verification\batch1\textgrids\speaker1\LUK_005_seg_012.TextGrid
ACT_002_seg_031,batch1,ACT,ACT_002,True,,13.882,13.29,0.33,13.62,0.33,0.262,2.65,8,-64.22280822226224,-63.526429956609554,4.356589723464498,-3.5543917019595934,True,high,,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\ACT_002_seg_031.wav,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\ACT_002_seg_031.txt,data\processed\audio\phase3_verification\batch1\textgrids\speaker1\ACT_002_seg_031.TextGrid
MAT_001_seg_058,batch1,MAT,MAT_001,False,low_likelihood,7.432,4.41,2.02,6.43,2.02,1.002,1.27,6,-70.53367366251682,-62.90532316984954,4.356581938495147,1.215374017548637,True,high,,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\MAT_001_seg_058.wav,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\MAT_001_seg_058.txt,data\processed\audio\phase3_verification\batch1\textgrids\speaker1\MAT_001_seg_058.TextGrid
MAT_010_seg_027,batch1,MAT,MAT_010,True,,11.851,10.72,0.81,11.53,0.81,0.321,1.7,23,-64.85998154008439,-64.9234505101254,4.355428500796128,1.7790467011343782,True,high,,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\MAT_010_seg_027.wav,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\MAT_010_seg_027.txt,data\processed\audio\phase3_verification\batch1\textgrids\speaker1\MAT_010_seg_027.TextGrid
ACT_002_seg_016,batch1,ACT,ACT_002,False,too_long;long_internal_silence,24.074,20.57,1.94,22.51,1.94,1.564,6.61,9,-63.06864094308268,-64.43690823286008,4.333784598000765,-3.3394714275813673,True,low,duration_outlier,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\ACT_002_seg_016.wav,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\ACT_002_seg_016.txt,data\processed\audio\phase3_verification\batch1\textgrids\speaker1\ACT_002_seg_016.TextGrid
MAT_001_seg_019,batch1,MAT,MAT_001,True,,3.208,3.09,0.0,3.09,0.0,0.118,1.39,3,-63.406189154984425,-70.78470412544583,4.329052489868667,-2.1823156696830477,True,high,,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\MAT_001_seg_019.wav,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\MAT_001_seg_019.txt,data\processed\audio\phase3_verification\batch1\textgrids\speaker1\MAT_001_seg_019.TextGrid
MRK_001_seg_053,batch1,MRK,MRK_001,True,,5.644,2.85,2.36,5.21,2.36,0.434,0.52,10,-59.32920545212766,-61.23003680207009,4.269278712488102,-0.2665324175798869,True,high,,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\MRK_001_seg_053.wav,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\MRK_001_seg_053.txt,data\processed\audio\phase3_verification\batch1\textgrids\speaker1\MRK_001_seg_053.TextGrid
LUK_005_seg_004,batch1,LUK,LUK_005,True,,6.377,5.02,0.98,6.0,0.98,0.377,1.84,11,-60.64077806622257,-64.12339505282316,4.266455518824482,0.9149668501897974,True,high,,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\LUK_005_seg_004.wav,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\LUK_005_seg_004.txt,data\processed\audio\phase3_verification\batch1\textgrids\speaker1\LUK_005_seg_004.TextGrid
LUK_005_seg_027,batch1,LUK,LUK_005,True,,5.4,4.63,0.43,5.06,0.43,0.34,0.26,32,-69.08739872685184,-66.57058710291766,4.266455518824482,7.119255322231288,True,high,,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\LUK_005_seg_027.wav,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\LUK_005_seg_027.txt,data\processed\audio\phase3_verification\batch1\textgrids\speaker1\LUK_005_seg_027.TextGrid
ACT_002_seg_055,batch1,ACT,ACT_002,False,too_short,2.765,1.28,1.11,2.39,1.11,0.375,0.17,6,-62.634046423736464,-67.04270376477923,4.266454134016914,1.554806179668116,True,high,,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\ACT_002_seg_055.wav,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\ACT_002_seg_055.txt,data\processed\audio\phase3_verification\batch1\textgrids\speaker1\ACT_002_seg_055.TextGrid
JHN_003_seg_036,batch1,JHN,JHN_003,True,,12.124,11.57,0.27,11.84,0.27,0.284,2.76,10,-64.7425033518977,-67.29965591430664,4.265180223227084,0.6481261372078091,True,high,,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\JHN_003_seg_036.wav,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\JHN_003_seg_036.txt,data\processed\audio\phase3_verification\batch1\textgrids\speaker1\JHN_003_seg_036.TextGrid
JHN_003_seg_027,batch1,JHN,JHN_003,True,,11.757,9.88,1.51,11.39,1.51,0.367,1.43,14,-65.3878481079932,-64.23628172233923,4.2579459651858365,0.11047549648779409,True,high,,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\JHN_003_seg_027.wav,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\JHN_003_seg_027.txt,data\processed\audio\phase3_verification\batch1\textgrids\speaker1\JHN_003_seg_027.TextGrid
MAT_010_seg_041,batch1,MAT,MAT_010,True,,19.125,14.8,1.93,16.73,1.93,2.395,3.24,9,-65.35661019994772,-67.27392022269113,4.247745471977432,-1.4271142026447148,True,high,,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\MAT_010_seg_041.wav,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\MAT_010_seg_041.txt,data\processed\audio\phase3_verification\batch1\textgrids\speaker1\MAT_010_seg_041.TextGrid
MAT_001_seg_057,batch1,MAT,MAT_001,True,,11.049,10.75,0.0,10.75,0.0,0.299,1.33,16,-63.92404553167421,-65.64730391631255,4.2477402819978645,-0.638844789500105,True,high,,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\MAT_001_seg_057.wav,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\MAT_001_seg_057.txt,data\processed\audio\phase3_verification\batch1\textgrids\speaker1\MAT_001_seg_057.TextGrid
MRK_001_seg_043,batch1,MRK,MRK_001,True,,5.617,4.07,1.29,5.36,1.29,0.257,0.27,12,-62.76121830516014,-70.19249565818093,4.2477402819978645,1.1495481807193482,True,high,,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\MRK_001_seg_043.wav,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\MRK_001_seg_043.txt,data\processed\audio\phase3_verification\batch1\textgrids\speaker1\MRK_001_seg_043.TextGrid
MAT_001_seg_014,batch1,MAT,MAT_001,True,,5.073,4.41,0.48,4.89,0.48,0.183,0.57,16,-62.16346153846154,-66.08883554795209,4.2477402819978645,2.5289556759329077,True,high,,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\MAT_001_seg_014.wav,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\MAT_001_seg_014.txt,data\processed\audio\phase3_verification\batch1\textgrids\speaker1\MAT_001_seg_014.TextGrid
MAT_001_seg_046,batch1,MAT,MAT_001,True,,2.569,2.569,0.0,2.569,0.0,0.0,0.17,22,-66.92907192363813,-66.00599952980325,4.245286756980968,-3.1410916976111647,True,high,,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\MAT_001_seg_046.wav,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\MAT_001_seg_046.txt,data\processed\audio\phase3_verification\batch1\textgrids\speaker1\MAT_001_seg_046.TextGrid
JHN_003_seg_002,batch1,JHN,JHN_003,True,,5.894,4.78,0.79,5.57,0.79,0.324,1.87,5,-64.54270346986418,-63.18449540571733,4.24528537312976,0.43706342778932594,True,high,,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\JHN_003_seg_002.wav,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\JHN_003_seg_002.txt,data\processed\audio\phase3_verification\batch1\textgrids\speaker1\JHN_003_seg_002.TextGrid
MAT_010_seg_029,batch1,MAT,MAT_010,False,too_long,27.61,25.64,1.58,27.22,1.58,0.39,2.08,32,-66.89008737776167,-63.8709147993926,4.226122016800966,0.5813095917584477,True,low,duration_outlier,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\MAT_010_seg_029.wav,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\MAT_010_seg_029.txt,data\processed\audio\phase3_verification\batch1\textgrids\speaker1\MAT_010_seg_029.TextGrid
LUK_005_seg_019,batch1,LUK,LUK_005,True,,3.921,2.36,1.15,3.51,1.15,0.411,0.78,5,-67.76530113998724,-64.91645490206204,4.201796825737099,1.7984162623595292,True,high,,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\LUK_005_seg_019.wav,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\LUK_005_seg_019.txt,data\processed\audio\phase3_verification\batch1\textgrids\speaker1\LUK_005_seg_019.TextGrid
MAT_010_seg_003,batch1,MAT,MAT_010,False,low_likelihood,8.346,8.24,0.0,8.24,0.0,0.106,1.01,40,-73.40339633233533,-67.6729235823866,4.1855759017604015,-0.25266008203299606,True,high,,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\MAT_010_seg_003.wav,data\processed\audio\phase3_verification\batch1\mfa_corpus\speaker1\MAT_010_seg_003.txt,data\processed\audio\phase3_verification\batch1\textgrids\speaker1\MAT_010_seg_003.TextGrid
